|    dbID |                scl |
|      70 |    -0.847793845299 |
|      98 |    -0.861824564692 |
|     233 |     -1.36413540971 |
|    1018 |     -1.13473036458 |
|    1310 |     -0.27965614922 |
|    1327 |      -0.8281835128 |
|    1540 |     0.843461398577 |
|    1580 |    -0.940456473082 |
|    2113 |    -0.357674665163 |
|    2306 |    -0.783783238429 |
|    2401 |     0.988417493837 |
|    2670 |    -0.052936063724 |
|    2764 |    -0.560457032243 |
|    2860 |   -0.0661882496781 |
|    2866 |     0.618736978404 |
|    2867 |    -0.622274925953 |
|    2953 |    -0.708203415033 |
|    3035 |     0.676139329573 |
|    4370 |     0.623959385429 |
|    4600 |     -1.13282894742 |
|    4671 |     -1.55896957892 |
|    5036 |    -0.265805117409 |
|    5158 |    -0.363863507952 |
|    5429 |   -0.0901682443746 |
|    5524 |     -0.55235172724 |
|    5626 |   -0.0443766248617 |
|    5871 |     -1.86835158871 |
|    5993 |    -0.196385331365 |
|    6433 |     0.823660895276 |
|    7001 |      2.25099716452 |
|    7838 |    -0.613290990569 |
|    8029 |    -0.358220143349 |
|    8442 |    -0.196483202006 |
|    9321 |    -0.233488171664 |
|    9330 |   -0.0527229976291 |
|    9746 |     -1.23618385301 |
|    9836 |    -0.392908084289 |
|    9837 |    -0.200658687001 |
|    9872 |    -0.646985154734 |
|   10408 |      -1.5599460677 |
|   10579 |      2.06242792102 |
|   11021 |     0.113117313471 |
|   11906 |    -0.666369087497 |
|   12291 |     0.321470880315 |
|   12317 |      1.35679636348 |
|   12417 |    -0.549897641118 |
|   12529 |    -0.129473806634 |
|   13318 |      1.13252835673 |
|   14323 |     -1.65343142316 |
|   14706 |      1.93649898066 |
|   15195 |     -0.51743268945 |
|   16378 |    0.0812780404586 |
|   16411 |    -0.760369671853 |
|   16898 |     -1.24276567814 |
|   17732 |     0.661876437136 |
|   18344 |    -0.692904448645 |
|   18562 |      1.23888490871 |
|   18714 |    -0.136203812757 |
|   18787 |     0.364606632754 |
|   18792 |     0.400042953191 |
|   18822 |    -0.229019258913 |
|   19055 |     -1.18839862464 |
|   19608 |    0.0626155184379 |
|   20511 |     0.234323851063 |
|   20535 |    -0.206943677591 |
|   20766 |      1.72024639133 |
|   20907 |    -0.528022014671 |
|   21200 |     0.315568487651 |
|   21530 |    -0.722314698297 |
|   21665 |     -1.39637311485 |
|   21996 |      1.25040671855 |
|   22275 |    -0.336509792039 |
|   22611 |    -0.268926483603 |
|   23309 |     0.577372705983 |
|   23343 |    -0.130771598684 |
|   23517 |     0.828149388867 |
|   23705 |     0.364755591544 |
|   23730 |     0.498413265897 |
|   23906 |    -0.291351012509 |
|   24562 |     -0.17643585325 |
|   24624 |    -0.902467117923 |
|   24646 |    -0.269635273511 |
|   25070 |     0.938747625127 |
|   25205 |    0.0662329861726 |
|   25378 |     0.352951108396 |
|   25458 |    -0.318778233221 |
|   25512 |     0.418774451982 |
|   25552 |     0.619406093512 |
|   25819 |     -2.04145056852 |
|   26043 |      -0.8267118072 |
|   26332 |    -0.110679553343 |
|   26531 |     -0.28648766524 |
|   26626 |    -0.510355934942 |
|   27945 |    -0.281487060734 |
|   28295 |     -1.80774098267 |
|   28985 |     0.407461914694 |
|   29973 |     0.175522075362 |
|   30200 |    -0.653286672429 |
|   30279 |     -1.96720852486 |
|   30345 |    -0.542413368377 |
|   30481 |    -0.263183393398 |
|   30691 |     0.245600675313 |
|   31001 |    -0.963976741338 |
|   31440 |     0.650055772693 |
|   32184 |     -1.54745084351 |
|   32374 |    -0.335444918018 |
|   32817 |     0.969981689793 |
|   33348 |    -0.580251276096 |
|   33734 |     0.317143998961 |
|   34544 |     0.203360498695 |
|   34752 |    -0.116474031642 |
|   34980 |     -2.23637476566 |
|   35034 |     0.416433359015 |
|   35149 |     0.590384403009 |
|   36047 |     0.155988411949 |
|   36155 |      0.29480477957 |
|   36251 |     -2.21481524914 |
|   36457 |      0.09278534428 |
|   36689 |     0.185102594265 |
|   37210 |     -1.17345934442 |
|   37629 |     -1.17209305799 |
|   37675 |    -0.845847541763 |
|   37750 |    0.0651031553822 |
|   37908 |     0.192261822475 |
|   37929 |     0.410766582066 |
|   38378 |     0.405135284098 |
|   38814 |    -0.777461402103 |
|   39631 |     -1.86834533158 |
|   40212 |    -0.604384423141 |
|   41036 |      -0.3418780207 |
|   41060 |      1.02538152261 |
